year,region,round,t1Name,t1Rank,t1Score,t1Win,t2Name,t2Rank,t2Score,t2Win
2017,"University of Phoenix Stadium – Glendale, Arizona",round5,South Carolina,E7,73,False,Gonzaga,W1,77,True
2017,"University of Phoenix Stadium – Glendale, Arizona",round6,Gonzaga,W1,65,False,North Carolina,S1,71,True
2017,"University of Phoenix Stadium – Glendale, Arizona",round5,Oregon,MW3,76,False,North Carolina,S1,77,True
2018,"South Regional – Atlanta, Georgia",round1,Virginia,1,54,False,UMBC,16,74,True
2018,"South Regional – Atlanta, Georgia",round2,UMBC,16,43,False,Kansas State,9,50,True
2018,"South Regional – Atlanta, Georgia",round1,Creighton,8,59,False,Kansas State,9,69,True
2018,"South Regional – Atlanta, Georgia",round3,Kansas State,9,61,True,Kentucky,5,58,False
2018,"South Regional – Atlanta, Georgia",round1,Kentucky,5,78,True,Davidson,12,73,False
2018,"South Regional – Atlanta, Georgia",round2,Kentucky,5,95,True,Buffalo,13,75,False
2018,"South Regional – Atlanta, Georgia",round1,Arizona,4,68,False,Buffalo,13,89,True
2018,"South Regional – Atlanta, Georgia",round4,Kansas State,9,62,False,Loyola–Chicago,11,78,True
2018,"South Regional – Atlanta, Georgia",round1,Miami (FL),6,62,False,Loyola–Chicago,11,64,True
2018,"South Regional – Atlanta, Georgia",round2,Loyola–Chicago,11,63,True,Tennessee,3,62,False
2018,"South Regional – Atlanta, Georgia",round1,Tennessee,3,73,True,Wright State,14,47,False
2018,"South Regional – Atlanta, Georgia",round3,Loyola–Chicago,11,69,True,Nevada,7,68,False
2018,"South Regional – Atlanta, Georgia",round1,Nevada,7,87*,True,Texas,10,83,False
2018,"South Regional – Atlanta, Georgia",round2,Nevada,7,75,True,Cincinnati,2,73,False
2018,"South Regional – Atlanta, Georgia",round1,Cincinnati,2,68,True,Georgia State,15,53,False
2018,"West Regional – Los Angeles, California",round1,Xavier,1,102,True,Texas Southern,16,83,False
2018,"West Regional – Los Angeles, California",round2,Xavier,1,70,False,Florida State,9,75,True
2018,"West Regional – Los Angeles, California",round1,Missouri,8,54,False,Florida State,9,67,True
2018,"West Regional – Los Angeles, California",round3,Florida State,9,75,True,Gonzaga,4,60,False
2018,"West Regional – Los Angeles, California",round1,Ohio State,5,81,True,South Dakota State,12,73,False
2018,"West Regional – Los Angeles, California",round2,Ohio State,5,84,False,Gonzaga,4,90,True
2018,"West Regional – Los Angeles, California",round1,Gonzaga,4,68,True,UNC Greensboro,13,64,False
2018,"West Regional – Los Angeles, California",round4,Florida State,9,54,False,Michigan,3,58,True
2018,"West Regional – Los Angeles, California",round1,Houston,6,67,True,San Diego State,11,65,False
2018,"West Regional – Los Angeles, California",round2,Houston,6,63,False,Michigan,3,64,True
2018,"West Regional – Los Angeles, California",round1,Michigan,3,61,True,Montana,14,47,False
2018,"West Regional – Los Angeles, California",round3,Michigan,3,99,True,Texas A&M,7,72,False
2018,"West Regional – Los Angeles, California",round1,Texas A&M,7,73,True,Providence,10,69,False
2018,"West Regional – Los Angeles, California",round2,Texas A&M,7,86,True,North Carolina,2,65,False
2018,"West Regional – Los Angeles, California",round1,North Carolina,2,84,True,Lipscomb,15,66,False
2018,"East Regional – Boston, Massachusetts",round1,Villanova,1,87,True,Radford,16,61,False
2018,"East Regional – Boston, Massachusetts",round2,Villanova,1,81,True,Alabama,9,58,False
2018,"East Regional – Boston, Massachusetts",round1,Virginia Tech,8,83,False,Alabama,9,86,True
2018,"East Regional – Boston, Massachusetts",round3,Villanova,1,90,True,West Virginia,5,78,False
2018,"East Regional – Boston, Massachusetts",round1,West Virginia,5,85,True,Murray State,12,68,False
2018,"East Regional – Boston, Massachusetts",round2,West Virginia,5,94,True,Marshall,13,71,False
2018,"East Regional – Boston, Massachusetts",round1,Wichita State,4,75,False,Marshall,13,81,True
2018,"East Regional – Boston, Massachusetts",round4,Villanova,1,71,True,Texas Tech,3,59,False
2018,"East Regional – Boston, Massachusetts",round1,Florida,6,77,True,St. Bonaventure,11,62,False
2018,"East Regional – Boston, Massachusetts",round2,Florida,6,66,False,Texas Tech,3,69,True
2018,"East Regional – Boston, Massachusetts",round1,Texas Tech,3,70,True,Stephen F. Austin,14,60,False
2018,"East Regional – Boston, Massachusetts",round3,Texas Tech,3,78,True,Purdue,2,65,False
2018,"East Regional – Boston, Massachusetts",round1,Arkansas,7,62,False,Butler,10,79,True
2018,"East Regional – Boston, Massachusetts",round2,Butler,10,73,False,Purdue,2,76,True
2018,"East Regional – Boston, Massachusetts",round1,Purdue,2,74,True,Cal State Fullerton,15,48,False
2018,"Midwest Regional – Omaha, Nebraska",round1,Kansas,1,76,True,Penn,16,60,False
2018,"Midwest Regional – Omaha, Nebraska",round2,Kansas,1,83,True,Seton Hall,8,79,False
2018,"Midwest Regional – Omaha, Nebraska",round1,Seton Hall,8,94,True,NC State,9,83,False
2018,"Midwest Regional – Omaha, Nebraska",round3,Kansas,1,80,True,Clemson,5,76,False
2018,"Midwest Regional – Omaha, Nebraska",round1,Clemson,5,79,True,New Mexico State,12,68,False
2018,"Midwest Regional – Omaha, Nebraska",round2,Clemson,5,84,True,Auburn,4,53,False
2018,"Midwest Regional – Omaha, Nebraska",round1,Auburn,4,62,True,College of Charleston,13,58,False
2018,"Midwest Regional – Omaha, Nebraska",round4,Kansas,1,85*,True,Duke,2,81,False
2018,"Midwest Regional – Omaha, Nebraska",round1,TCU,6,52,False,Syracuse,11,57,True
2018,"Midwest Regional – Omaha, Nebraska",round2,Syracuse,11,55,True,Michigan State,3,53,False
2018,"Midwest Regional – Omaha, Nebraska",round1,Michigan State,3,82,True,Bucknell,14,78,False
2018,"Midwest Regional – Omaha, Nebraska",round3,Syracuse,11,65,False,Duke,2,69,True
2018,"Midwest Regional – Omaha, Nebraska",round1,Rhode Island,7,83*,True,Oklahoma,10,78,False
2018,"Midwest Regional – Omaha, Nebraska",round2,Rhode Island,7,62,False,Duke,2,87,True
2018,"Midwest Regional – Omaha, Nebraska",round1,Duke,2,89,True,Iona,15,67,False
2018,"Alamodome – San Antonio, Texas",round5,Loyola–Chicago,S11,57,False,Michigan,W3,69,True
2018,"Alamodome – San Antonio, Texas",round6,Michigan,W3,62,False,Villanova,E1,79,True
2018,"Alamodome – San Antonio, Texas",round5,Villanova,E1,95,True,Kansas,MW1,79,False
